Id,Predicted
837,2381.3857421875
839,2514.451904296875
840,2426.217529296875
842,2587.73095703125
845,2484.25634765625
853,2545.158203125
857,2586.944580078125
866,2493.0869140625
867,2524.6484375
868,2484.178466796875
871,2504.82275390625
877,2374.372802734375
882,2614.34619140625
885,2341.900146484375
887,2500.762939453125
890,2525.5810546875
895,2468.480712890625
896,2399.7294921875
905,2278.91845703125
912,2500.1669921875
913,2501.13037109375
920,2579.64697265625
928,2491.13720703125
932,2407.245361328125
938,2499.03271484375
942,2515.021728515625
953,2633.224609375
954,2704.18896484375
955,2526.135986328125
958,2440.39697265625
960,2560.8154296875
972,2488.68701171875
977,2698.037353515625
984,2409.86279296875
994,2523.2509765625
995,2448.118408203125
1007,2474.459716796875
1011,2562.26611328125
1014,2424.5478515625
1015,2546.239013671875
1016,2565.44677734375
1021,2413.203857421875
1028,2435.416748046875
1034,2746.281494140625
1038,2448.160888671875
1044,2406.995361328125
1046,2430.625244140625
1048,2401.70556640625
1049,2560.929931640625
1051,2419.397705078125
1052,2495.614501953125
1054,2503.86474609375
1059,2490.33251953125
1060,2574.372802734375
1068,2466.8955078125
1069,2467.548095703125
1071,2291.53076171875
1077,2428.138427734375
1082,2336.935302734375
1091,2545.1484375
1094,2487.325439453125
1098,2543.58740234375
1105,2342.419677734375
1109,2584.48828125
1112,2430.399658203125
1115,2481.140380859375
1116,2554.3857421875
1124,2489.16845703125
1130,2557.982177734375
1141,2547.6669921875
1143,2632.40869140625
1144,2415.678466796875
1155,2605.14306640625
1157,2642.061279296875
1158,2457.614013671875
1160,2498.870849609375
1161,2555.273681640625
1167,2524.133056640625
1170,2462.99267578125
1174,2745.7529296875
1178,2516.7646484375
1179,2529.052490234375
1181,2594.6494140625
1184,2575.87060546875
1187,2422.119140625
1190,2440.113525390625
1191,2525.10595703125
1194,2457.79931640625
1196,2401.946044921875
1198,2418.94921875
1199,2450.632080078125
1201,2381.322509765625
1205,2511.52587890625
1206,2420.352294921875
1211,2477.51953125
1215,2653.383056640625
1217,2537.317138671875
1218,2431.517822265625
1225,2379.06396484375
1226,2431.312744140625
1229,2440.566162109375
1231,2433.6181640625
1232,2580.816650390625
1233,2566.781494140625
1237,2447.22021484375
1240,2635.01123046875
1246,2410.572265625
1247,2586.780029296875
1249,2565.8857421875
1262,2499.512451171875
1274,2737.515380859375
1275,2739.23193359375
1279,2554.7705078125
1281,2478.776611328125
1282,2579.39208984375
1289,2541.56494140625
1290,2423.837646484375
1292,2488.228759765625
1294,2477.04833984375
1297,2608.80712890625
1298,2344.9697265625
1302,2536.469970703125
1309,2519.11767578125
1313,2564.1103515625
1316,2502.0419921875
1317,2492.041748046875
1321,2524.289306640625
1325,2503.2509765625
1329,2401.35888671875
1332,2517.983154296875
1334,2550.17822265625
1335,2368.693115234375
1337,2411.296875
1342,2544.3037109375
1345,2568.53466796875
1346,2656.619873046875
1347,2569.025634765625
1348,2544.30712890625
1359,2548.736083984375
1362,2543.07763671875
1364,2537.121337890625
1365,2445.9345703125
1367,2444.6357421875
1368,2532.065673828125
1373,2415.716796875
1375,2542.478759765625
1377,2408.947021484375
1381,2427.22998046875
1384,2546.103759765625
1386,2527.963134765625
1387,2538.643798828125
1390,2576.45068359375
1403,2588.124267578125
1404,2572.374267578125
1408,2511.956298828125
1409,2403.49853515625
1413,2572.3740234375
1414,2487.914306640625
1415,2425.838134765625
1416,2511.227783203125
1418,2446.3896484375
1421,2343.302978515625
1422,2426.1025390625
1430,2526.914306640625
1432,2569.118408203125
1449,2494.0712890625
1460,2489.20947265625
1461,2509.478515625
1462,2520.586669921875
1465,2513.58544921875
1476,2502.575927734375
1487,2531.305908203125
1491,2540.67578125
1493,2523.491943359375
1494,2597.030029296875
1502,2425.295166015625
1504,2335.242431640625
1507,2551.678466796875
1521,2621.946044921875
1523,2610.635498046875
1525,2579.026611328125
1528,2386.40087890625
1529,2516.443359375
1532,2505.527587890625
1534,2550.926513671875
1539,2540.523681640625
1541,2442.52734375
1565,2519.40625
1567,2551.802490234375
1570,2459.5048828125
1573,2410.662109375
1575,2522.0126953125
1580,2527.75146484375
1583,2453.37841796875
1587,2539.274169921875
1592,2470.2314453125
1601,2373.8017578125
1602,2467.631103515625
1605,2351.87939453125
1612,2455.92578125
1615,2486.501708984375
1622,2395.822265625
1624,2369.95751953125
1626,2642.694580078125
1629,2348.25146484375
1632,2598.786376953125
1635,2419.893310546875
1637,2419.291259765625
1642,2547.65283203125
1643,2403.93310546875
1644,2497.941162109375
1649,2444.5625
1650,2512.20703125
1669,2479.949951171875
1671,2597.08544921875
1679,2523.7021484375
1682,2582.848388671875
1685,2592.349853515625
1686,2480.2587890625
1690,2531.239501953125
1691,2570.2333984375
1693,2467.726318359375
1694,2390.69140625
1696,2502.360107421875
1711,2512.78955078125
1718,2562.9560546875
1724,2774.68115234375
1726,2640.909912109375
1727,2584.210205078125
1734,2438.379638671875
1748,2433.8193359375
1751,2530.56494140625
1755,2536.031005859375
1758,2523.2783203125
1768,2427.357421875
1790,2374.87109375
1792,2519.419921875
1798,2566.2978515625
1800,2599.171142578125
1802,2512.8564453125
1806,2504.6630859375
1807,2412.248779296875
1819,2502.2822265625
1825,2472.776123046875
1845,2418.143310546875
1846,2519.451904296875
1849,2396.082275390625
1856,2519.12939453125
1859,2389.920166015625
1860,2489.630859375
1863,2566.845458984375
1871,2507.81982421875
1872,2517.38671875
1873,2453.224365234375
1889,2551.12158203125
1890,2479.499267578125
1894,2497.94482421875
1895,2535.947265625
1900,2520.277587890625
1904,2401.936767578125
1906,2568.24365234375
1907,2460.352294921875
1909,2564.640625
1910,2483.61376953125
1912,2519.303955078125
1915,2526.623291015625
1919,2412.772216796875
1927,2651.291015625
1930,2593.224365234375
1931,2485.030029296875
1933,2454.90087890625
1937,2537.6162109375
1951,2541.184326171875
1952,2607.42431640625
1960,2539.980224609375
1962,2604.310791015625
1967,2526.293212890625
1968,2485.541259765625
1969,2425.538818359375
1975,2536.883544921875
1977,2429.23974609375
1978,2430.699462890625
1981,2457.4990234375
1984,2448.27392578125
1987,2716.11181640625
1988,2488.777587890625
1996,2529.355712890625
1998,2573.04638671875
1999,2632.478515625
2000,2555.273681640625
2003,2545.982666015625
2006,2553.671875
2007,2407.18994140625
2013,2492.127685546875
2014,2723.040771484375
2016,2521.794921875
2022,2527.553466796875
2026,2535.814208984375
2028,2519.2353515625
2029,2395.294677734375
2040,2629.002197265625
2042,2451.74609375
2043,2558.215087890625
2046,2437.4033203125
2050,2496.162353515625
2063,2627.533447265625
2065,2505.00244140625
2066,2492.819580078125
2068,2410.33154296875
2073,2538.068603515625
2077,2490.301025390625
2079,2547.435302734375
2082,2586.513671875
2085,2592.0986328125
2088,2514.294677734375
2093,2575.16064453125
2096,2398.3505859375
2105,2354.03564453125
2109,2545.888427734375
2111,2421.14892578125
2112,2478.77392578125
2114,2475.203857421875
2135,2479.775390625
2144,2516.05126953125
2146,2472.05615234375
2148,2549.59326171875
2149,2406.191650390625
2153,2409.623046875
2159,2353.697265625
2162,2416.114013671875
2167,2592.28857421875
2171,2567.70361328125
2182,2583.770751953125
2190,2327.029052734375
2194,2398.969970703125
2195,2571.848388671875
2201,2570.1201171875
2204,2439.16357421875
2211,2478.135986328125
2217,2445.456787109375
2226,2505.80078125
2228,2558.340576171875
2234,2532.127685546875
2239,2435.799072265625
2241,2404.182373046875
2243,2502.5400390625
2254,2502.143310546875
2258,2443.51708984375
2259,2453.533935546875
2263,2412.2392578125
2265,2579.968994140625
2268,2511.278564453125
2279,2535.44482421875
2280,2496.8779296875
2282,2367.682373046875
2296,2463.186279296875
2302,2553.36865234375
2303,2337.058837890625
2307,2536.87939453125
2317,2433.306640625
2320,2350.5205078125
2321,2384.344970703125
2330,2438.451416015625
2331,2414.783935546875
2334,2390.376220703125
2342,2484.180908203125
2345,2379.690185546875
2352,2452.46875
2353,2448.510009765625
2357,2587.269775390625
2359,2590.1533203125
2360,2441.464599609375
2362,2421.474853515625
2364,2427.337158203125
2366,2531.3876953125
2367,2403.673583984375
2368,2478.986083984375
2376,2515.885986328125
2378,2552.51318359375
2383,2548.149169921875
2385,2479.20263671875
2386,2465.65380859375
2389,2581.248779296875
2393,2406.017578125
2402,2362.843505859375
2407,2565.205810546875
2421,2426.791259765625
2427,2493.727783203125
2430,2465.373291015625
2432,2668.85205078125
2437,2361.7109375
2452,2662.95068359375
2455,2548.0234375
2458,2520.13037109375
2460,2535.117919921875
2461,2547.502685546875
2463,2502.91259765625
2466,2578.990478515625
2467,2439.15380859375
2468,2440.516357421875
2470,2527.3291015625
2478,2582.419921875
2480,2577.072265625
2481,2539.795654296875
2489,2415.9306640625
2490,2429.597412109375
2492,2557.134765625
2496,2472.216064453125
2502,2545.09033203125
2522,2517.3154296875
2524,2527.591064453125
2526,2515.73779296875
2528,2533.1943359375
2530,2415.77197265625
2541,2485.230224609375
2546,2635.431396484375
2548,2396.472900390625
2549,2463.3994140625
2550,2463.00390625
2553,2483.00634765625
2558,2541.254150390625
2566,2477.455078125
2567,2406.609130859375
2568,2561.1533203125
2570,2520.19482421875
2574,2616.491943359375
2580,2479.646484375
2584,2509.112548828125
2585,2441.35888671875
2587,2542.24267578125
2595,2386.350830078125
2596,2487.6259765625
2601,2402.58447265625
2607,2584.326416015625
2610,2386.445556640625
2611,2463.059326171875
2615,2601.0986328125
2623,2531.593017578125
2625,2400.20166015625
2634,2407.94287109375
2638,2507.166259765625
2644,2496.022705078125
2645,2596.2470703125
2661,2646.860595703125
2665,2496.675048828125
2676,2422.548828125
2677,2563.07958984375
2679,2498.34130859375
2681,2618.181884765625
2685,2599.163818359375
2687,2604.435791015625
2692,2446.867431640625
2697,2463.338623046875
2701,2407.184814453125
2702,2607.869873046875
2708,2525.552734375
2719,2430.15869140625
2729,2485.739501953125
2734,2529.39453125
2735,2522.07958984375
2737,2542.499267578125
2738,2415.343994140625
2740,2544.357177734375
2744,2514.70263671875
2748,2569.36328125
2750,2503.98583984375
2753,2550.297607421875
2757,2497.5302734375
2758,2454.11279296875
2763,2571.37939453125
2767,2423.24560546875
2771,2503.84326171875
2773,2535.672119140625
2778,2417.48046875
2782,2578.810546875
2783,2391.097412109375
2784,2474.181396484375
2787,2416.546630859375
2789,2490.93798828125
2791,2532.826416015625
2793,2422.178955078125
2797,2539.22314453125
2802,2507.54443359375
2820,2666.624267578125
2822,2531.00732421875
2826,2551.094970703125
2828,2555.083740234375
2832,2486.578125
2833,2469.218017578125
2835,2523.672119140625
2836,2608.110107421875
2841,2521.836669921875
2850,2545.623779296875
2855,2532.4580078125
2858,2741.675048828125
2860,2509.845947265625
2861,2483.43017578125
2864,2596.286376953125
2866,2505.397216796875
2882,2423.25537109375
2883,2470.530029296875
2892,2534.667724609375
2894,2485.386474609375
2896,2608.976806640625
2900,2527.002685546875
2902,2431.947998046875
2910,2496.768310546875
2911,2413.475341796875
2912,2440.38623046875
2916,2420.10791015625
2923,2363.493408203125
2929,2709.544921875
2934,2586.202880859375
2936,2596.71630859375
2939,2358.47216796875
2946,2512.447509765625
2948,2422.55224609375
2952,2586.598388671875
2954,2610.601318359375
2955,2439.8544921875
2957,2447.531005859375
2962,2534.356689453125
2964,2429.9072265625
2966,2425.72412109375
2970,2548.380615234375
2974,2549.40185546875
2982,2709.046875
2987,2527.526611328125
2988,2582.21923828125
2990,2602.639892578125
2995,2538.535400390625
2996,2437.796875
2999,2419.763671875
3003,2543.22314453125
3006,2412.189697265625
3007,2433.79736328125
3008,2442.79052734375
3010,2417.905029296875
3013,2367.03564453125
3015,2437.546142578125
3017,2316.1396484375
3023,2591.693359375
3027,2331.951416015625
3035,2633.033447265625
3038,2413.226806640625
3041,2312.830810546875
3045,2513.7763671875
3049,2548.92138671875
3051,2515.6484375
3052,2559.586669921875
3063,2414.2880859375
3066,2628.77783203125
3074,2671.213623046875
3078,2596.25439453125
3080,2566.585693359375
3082,2527.09716796875
3087,2439.383056640625
3089,2568.155029296875
3092,2407.805419921875
3104,2601.943359375
3105,2481.218994140625
3109,2413.522705078125
3110,2529.315673828125
3116,2479.3583984375
3117,2403.293701171875
3118,2539.2509765625
3119,2477.1328125
3120,2567.687255859375
3121,2551.97314453125
3122,2530.577392578125
3123,2487.395751953125
3131,2410.143310546875
3134,2548.846435546875
3137,2564.640625
3144,2531.4453125
3146,2460.136474609375
3148,2459.42626953125
3154,2402.682861328125
3158,2588.5478515625
3162,2612.2734375
3164,2572.829345703125
3168,2465.381591796875
3169,2552.469482421875
3170,2500.389404296875
3174,2436.849853515625
3176,2480.279541015625
3177,2503.489990234375
3178,2538.015869140625
3180,2651.158203125
3184,2475.013916015625
3186,2655.219970703125
3197,2475.2568359375
3204,2463.83642578125
3214,2512.848388671875
3226,2534.46142578125
3229,2419.80078125
3234,2511.902587890625
3235,2556.456298828125
3239,2539.22314453125
3246,2320.47900390625
3248,2547.435302734375
3253,2533.36279296875
3256,2554.899169921875
3258,2415.387939453125
3259,2558.521240234375
3263,2408.791259765625
3266,2459.5234375
3276,2652.193359375
3286,2604.35400390625
3291,2409.623046875
3295,2489.9560546875
3299,2430.283935546875
3301,2593.08740234375
3305,2492.334716796875
3313,2596.28271484375
3315,2461.740234375
3319,2539.361572265625
3321,2489.86083984375
3322,2644.13427734375
3324,2439.107177734375
3326,2531.857177734375
3327,2435.412841796875
3328,2573.0419921875
3330,2485.988037109375
3331,2523.13330078125
3334,2464.8359375
3340,2546.097900390625
3343,2579.038818359375
3344,2462.114501953125
3351,2502.35595703125
3353,2484.52197265625
3355,2436.312744140625
3364,2565.333251953125
3366,2473.1884765625
3367,2488.228759765625
3368,2633.296630859375
3369,2519.480224609375
3372,2527.3291015625
3374,2625.84912109375
3380,2455.5341796875
3384,2440.056640625
3389,2556.267578125
3390,2552.160888671875
3393,2536.334228515625
3395,2507.90869140625
3400,2371.764404296875
3405,2399.07861328125
3413,2564.3408203125
3417,2560.291015625
3429,2572.501220703125
3443,2505.802734375
3446,2511.9814453125
3448,2546.7529296875
3453,2503.053955078125
3455,2573.680419921875
3456,2410.390625
3459,2561.8876953125
3462,2491.673095703125
3463,2436.77734375
3464,2486.43212890625
3472,2455.727294921875
3473,2421.4326171875
3476,2441.5732421875
3480,2395.159912109375
3483,2519.688232421875
3486,2375.83740234375
3488,2573.203125
3490,2621.80859375
3491,2605.05810546875
3492,2542.384521484375
3493,2430.81298828125
3496,2539.350830078125
3497,2556.151611328125
3499,2441.970703125
3502,2514.379638671875
3508,2575.521728515625
3509,2422.140869140625
3513,2440.968505859375
3514,2650.903076171875
3518,2365.6748046875
3527,2560.80126953125
3528,2459.3037109375
3532,2446.421875
3535,2439.600341796875
3536,2585.04931640625
3541,2432.896728515625
3543,2685.670166015625
3544,2685.381591796875
3547,2478.6845703125
3556,2543.156494140625
3557,2543.06884765625
3562,2506.726806640625
3573,2516.190185546875
3580,2310.142333984375
3583,2484.873291015625
3586,2474.7587890625
3595,2563.16796875
3596,2601.0986328125
3602,2341.714111328125
3605,2512.594970703125
3607,2451.960205078125
3610,2399.07861328125
3616,2492.03662109375
3622,2587.75244140625
3623,2524.190673828125
3625,2402.724609375
3635,2589.73046875
3636,2469.20263671875
3644,2560.869384765625
3654,2508.298583984375
3659,2659.068603515625
3670,2500.803466796875
3683,2584.1513671875
3684,2632.353515625
3689,2550.58984375
3691,2410.195556640625
3696,2441.197509765625
3705,2507.08935546875
3707,2602.59326171875
3715,2448.982177734375
3718,2452.78173828125
3719,2416.160888671875
3721,2569.22216796875
3728,2544.4755859375
3739,2354.280029296875
3741,2432.631103515625
3744,2480.633544921875
3750,2553.814697265625
3754,2576.975830078125
3764,2575.49072265625
3766,2524.179443359375
3774,2410.08740234375
3778,2521.778076171875
3781,2564.018310546875
3784,2568.631591796875
3794,2597.32568359375
3795,2454.595458984375
3796,2452.008544921875
3797,2410.643798828125
3800,2518.679931640625
3808,2447.927001953125
3810,2553.52392578125
3816,2638.344970703125
3819,2505.741943359375
3824,2339.1806640625
3826,2696.296875
3827,2515.4306640625
3829,2588.513671875
3835,2733.525634765625
3839,2437.39599609375
3842,2564.979736328125
3843,2548.783447265625
3847,2541.881103515625
3854,2263.745849609375
3856,2480.890869140625
3859,2512.22119140625
3860,2490.74169921875
3862,2471.303955078125
3863,2357.524169921875
3865,2561.178955078125
3867,2559.072509765625
3869,2498.0634765625
3870,2445.0341796875
3871,2498.358154296875
3873,2673.7177734375
3874,2541.09716796875
3877,2452.45703125
3881,2418.457763671875
3882,2383.796875
3885,2484.632568359375
3888,2585.2275390625
3898,2587.857177734375
3902,2561.24560546875
3904,2513.97900390625
3905,2521.266357421875
3911,2366.341796875
3920,2542.1201171875
3925,2572.75830078125
3926,2498.5517578125
3927,2567.619140625
3933,2733.22998046875
3934,2731.57861328125
3949,2643.208984375
3950,2569.03173828125
3955,2547.34716796875
3956,2571.347412109375
3958,2595.87890625
3960,2489.83740234375
3961,2493.40966796875
3964,2515.457763671875
3968,2525.187255859375
3975,2416.81298828125
3982,2512.731201171875
3983,2518.263916015625
3986,2419.8681640625
3993,2423.329345703125
3994,2604.615966796875
3995,2445.8212890625
3999,2383.639892578125
4001,2498.8740234375
4005,2523.193115234375
4014,2570.74072265625
4020,2303.6591796875
4029,2418.766845703125
4031,2419.073486328125
4041,2515.196533203125
4046,2543.56591796875
4054,2530.004150390625
4055,2586.55419921875
4058,2526.3017578125
4065,2523.67578125
4068,2567.8603515625
4070,2511.2744140625
4073,2440.432861328125
4076,2555.655029296875
4082,2399.958740234375
4086,2555.95556640625
4091,2528.600341796875
4095,2552.227783203125
4101,2450.801513671875
4105,2416.173095703125
4108,2457.9580078125
4110,2480.557861328125
4111,2511.844482421875
4112,2523.31396484375
4114,2570.8603515625
4116,2450.340576171875
4117,2440.382080078125
4121,2593.054443359375
4124,2541.763427734375
4126,2518.095458984375
4129,2624.567626953125
4133,2488.570068359375
4138,2559.68505859375
4143,2446.765625
4145,2569.934814453125
4148,2522.838623046875
4150,2539.426513671875
4152,2568.134521484375
4157,2435.562255859375
4172,2485.604736328125
4180,2414.491455078125
4186,2553.47021484375
4189,2556.879638671875
4192,2679.792236328125
4193,2511.29443359375
4197,2668.027587890625
4198,2536.296875
4201,2552.35595703125
4205,2587.581787109375
4213,2530.1240234375
4219,2476.41650390625
4223,2532.6943359375
4231,2555.33837890625
4233,2529.47509765625
4234,2510.533935546875
4239,2346.282470703125
4243,2568.963134765625
4246,2515.14013671875
4250,2419.138916015625
4251,2513.438720703125
4267,2544.813720703125
4268,2376.690185546875
4270,2514.99853515625
4272,2547.03369140625
4279,2528.176025390625
4282,2498.3583984375
4283,2431.606201171875
4286,2354.46875
4287,2526.60205078125
4288,2567.729248046875
4290,2490.1279296875
4293,2539.22314453125
4296,2544.91796875
4304,2486.580078125
4320,2500.822265625
4328,2574.21728515625
4329,2558.35986328125
4330,2549.43310546875
4334,2371.241943359375
4342,2440.59765625
4348,2544.551513671875
4351,2581.033935546875
4359,2409.114990234375
4360,2680.9375
4361,2433.93701171875
4366,2395.785400390625
4367,2572.17919921875
4371,2524.77587890625
4373,2548.61083984375
4374,2718.5458984375
4378,2570.06396484375
4380,2535.8427734375
4383,2741.8056640625
4384,2452.2138671875
4387,2593.375732421875
4396,2427.76171875
4401,2436.956787109375
4403,2566.0634765625
4404,2408.783203125
4405,2540.67578125
4406,2395.27734375
4409,2772.1708984375
4411,2590.583740234375
4416,2709.921875
4419,2430.724853515625
4420,2555.61279296875
4422,2533.20654296875
4429,2532.153564453125
4430,2509.002685546875
4433,2313.82373046875
4435,2588.279052734375
4438,2437.0830078125
4440,2531.788818359375
4441,2441.520263671875
4447,2540.90966796875
4448,2522.916259765625
4456,2422.351318359375
4458,2512.3916015625
4460,2556.49853515625
4464,2513.191162109375
4473,2499.68212890625
4475,2455.669677734375
4476,2426.121826171875
4477,2350.120849609375
4480,2366.81787109375
4481,2529.679931640625
4483,2469.0029296875
4487,2632.92626953125
4490,2553.567138671875
4492,2351.1650390625
4500,2518.889892578125
4502,2569.935302734375
4503,2569.935302734375
4515,2426.385498046875
4518,2413.194580078125
4525,2412.37060546875
4527,2593.5625
4537,2469.360595703125
4539,2552.074951171875
4540,2577.626953125
4542,2552.291748046875
4543,2541.254150390625
4544,2394.50341796875
4546,2723.38818359375
4560,2475.033203125
4561,2492.5791015625
4567,2442.00439453125
4569,2565.04736328125
4571,2458.0302734375
4572,2558.419189453125
4580,2501.72900390625
4587,2579.121337890625
4592,2470.617919921875
4598,2571.283203125
4599,2674.27734375
4600,2453.32470703125
4603,2601.197998046875
4607,2404.259521484375
4608,2459.280029296875
4612,2521.9970703125
4622,2339.1806640625
4627,2383.7890625
4633,2581.047119140625
4638,2502.0205078125
4643,2543.04443359375
4644,2539.3671875
4650,2562.805419921875
4651,2508.615478515625
4652,2497.109619140625
4655,2415.848388671875
4657,2572.433837890625
4658,2607.3076171875
4659,2516.23974609375
4660,2665.189697265625
4661,2578.4169921875
4667,2450.277099609375
4668,2632.434326171875
4669,2448.717041015625
4677,2578.0859375
4678,2407.45947265625
4679,2430.276611328125
4680,2385.4609375
4682,2526.309326171875
4684,2445.49072265625
4694,2494.528076171875
4695,2581.268798828125
4699,2561.835205078125
4700,2708.792724609375
4706,2511.731689453125
4708,2623.0947265625
4715,2505.583984375
4717,2586.49365234375
4721,2611.375244140625
4723,2596.71630859375
4728,2480.839111328125
4732,2442.31640625
4744,2388.629150390625
4749,2437.35107421875
4751,2386.26708984375
4753,2413.96630859375
4761,2613.3837890625
4766,2489.475341796875
4767,2533.56396484375
4772,2634.281005859375
4789,2486.322509765625
4790,2437.9765625
4801,2393.39892578125
4802,2583.749755859375
4803,2574.536376953125
4807,2602.574951171875
4810,2542.675537109375
4820,2436.717041015625
4824,2680.915771484375
4835,2552.083251953125
4837,2436.537109375
4838,2524.5419921875
4841,2586.1826171875
4848,2516.76220703125
4849,2530.432373046875
4851,2525.532470703125
4852,2532.74951171875
4856,2534.363037109375
4862,2570.840087890625
4864,2599.84326171875
4868,2521.154541015625
4873,2387.64990234375
4874,2578.859130859375
4875,2448.623291015625
4876,2514.8984375
4881,2479.07373046875
4883,2717.010009765625
4887,2713.70166015625
4888,2609.0869140625
4893,2529.02001953125
4895,2511.72607421875
4899,2620.062255859375
4901,2543.05712890625
4908,2602.48681640625
4921,2415.8740234375
4923,2530.53466796875
4927,2581.2451171875
4933,2546.155029296875
4934,2576.72900390625
4936,2476.95947265625
4938,2508.516357421875
4946,2511.363525390625
4949,2545.04541015625
4950,2558.9853515625
4952,2585.080322265625
4957,2747.561279296875
4961,2712.984130859375
4967,2639.25244140625
4968,2602.45263671875
4971,2498.998779296875
4972,2432.4716796875
4979,2477.104736328125
4980,2433.415283203125
4987,2488.213134765625
4989,2550.23095703125
4992,2565.7333984375
4993,2500.1494140625
4997,2394.80712890625
4998,2346.28662109375
5000,2590.4814453125
5012,2534.62841796875
5024,2427.886962890625
5027,2450.255126953125
5028,2496.38427734375
5032,2543.525634765625
5035,2414.963623046875
5046,2499.596435546875
5053,2594.550048828125
5059,2354.939697265625
5060,2562.699462890625
5062,2429.1396484375
5064,2555.302734375
5066,2514.215576171875
5068,2536.55517578125
5078,2563.491943359375
5082,2463.5947265625
5084,2475.576171875
5088,2471.576904296875
5095,2473.8466796875
5097,2513.73193359375
5111,2501.604736328125
5113,2743.919921875
5114,2496.260009765625
5115,2524.77587890625
5120,2565.130859375
5121,2596.43798828125
5124,2596.2470703125
5128,2458.97314453125
5131,2381.34765625
5138,2542.323486328125
5141,2340.388916015625
5158,2449.169921875
5160,2438.90625
5171,2447.002685546875
5173,2525.539306640625
5174,2638.4404296875
5175,2486.21240234375
5184,2362.007080078125
5186,2525.055908203125
